"alpha = 0.9, beta = 0.3, convergence = 0.0001"
0 0.261897
1 0.199539
2 0.14741
3 0.115533
4 0.0947698
5 0.0804032
6 0.0698197
7 0.0617136
8 0.0553345
9 0.0501545
10 0.045872
11 0.0422698
12 0.0392085
13 0.0365653
14 0.0342594
15 0.0322318
16 0.0304344
17 0.028831
18 0.0273891
19 0.0260879
20 0.0249058
21 0.0238274
22 0.0228404
23 0.0219322
24 0.0210957
25 0.0203214
26 0.0196026
27 0.0189341
28 0.01831
29 0.0177265
30 0.0171795
31 0.0166659
32 0.0161826
33 0.0157269
34 0.0152966
35 0.0148895
36 0.0145039
37 0.0141379
38 0.0137904
39 0.0134598
40 0.0131449
41 0.0128446
42 0.0125579
43 0.012284
44 0.0120219
45 0.0117709
46 0.0115304
47 0.0112997
48 0.0110782
49 0.0108653
50 0.0106605
51 0.0104635
52 0.0102737
53 0.0100908
54 0.00991437
55 0.0097441
56 0.00957966
57 0.00942076
58 0.00926713
59 0.00911851
60 0.00897465
61 0.00883533
62 0.00870035
63 0.00856948
64 0.00844256
65 0.00831938
66 0.00819981
67 0.00808367
68 0.00797083
69 0.00786114
70 0.00775449
71 0.00765072
72 0.00754975
73 0.00745143
