0 0.32054
1 0.316782
2 0.310685
3 0.305723
4 0.301654
5 0.298158
6 0.294924
7 0.29131
8 0.28187
9 0.26216
10 0.244491
11 0.229293
12 0.216134
13 0.204656
14 0.194562
15 0.185628
16 0.177661
17 0.170514
18 0.164064
19 0.15822
20 0.152897
21 0.148028
22 0.143558
23 0.139438
24 0.13563
25 0.132097
26 0.128813
27 0.125751
28 0.122887
29 0.120207
30 0.11769
31 0.115324
32 0.113094
33 0.110988
34 0.108998
35 0.107113
36 0.105325
37 0.103627
38 0.102012
39 0.100473
40 0.0990067
41 0.0976074
42 0.09627
43 0.0949908
44 0.0937655
45 0.0925915
46 0.0914655
47 0.0903847
48 0.0893458
49 0.0883468
