"alpha = 0.2, beta = 0.3, convergence = 0.001"
0 0.250212
1 0.247132
2 0.243374
3 0.238538
4 0.229373
5 0.216977
6 0.202322
7 0.187698
8 0.17397
9 0.161583
10 0.150561
11 0.140831
12 0.132207
13 0.124505
14 0.117642
15 0.111482
16 0.105927
17 0.100897
18 0.0963188
19 0.0921398
20 0.0883029
21 0.0847745
22 0.0815205
23 0.0785026
24 0.075709
25 0.073109
26 0.0706821
27 0.0684152
28 0.0662895
29 0.0642938
30 0.0624154
31 0.0606468
32 0.058977
33 0.0573977
34 0.0559017
35 0.0544833
36 0.0531361
37 0.0518543
38 0.0506347
39 0.0494723
40 0.0483623
41 0.0473025
42 0.0462885
43 0.0453181
