0 0.35423
1 0.333345
2 0.30419
3 0.255694
4 0.217544
5 0.190097
6 0.169746
7 0.154139
8 0.141786
9 0.131789
10 0.12354
11 0.116601
12 0.110688
13 0.105585
14 0.101135
15 0.097227
16 0.0937559
17 0.0906624
18 0.0878827
19 0.0853604
20 0.0830838
21 0.0810008
22 0.079091
23 0.0773364
24 0.0757177
25 0.0742058
26 0.0728215
27 0.0715312
28 0.0703264
29 0.069199
30 0.0681421
31 0.0671485
32 0.066211
33 0.0653297
34 0.0644971
35 0.0637059
36 0.0629583
37 0.0622495
38 0.061575
39 0.0609322
40 0.0603203
41 0.0597366
42 0.0591789
43 0.0586456
44 0.0581325
45 0.057644
46 0.0571755
47 0.0567242
48 0.0562912
49 0.0558738
50 0.0554738
51 0.0550881
52 0.0547161
53 0.0543574
54 0.0540113
55 0.0536769
56 0.0533531
57 0.0530395
58 0.0527358
59 0.052443
60 0.0521594
61 0.0518825
62 0.0516145
63 0.0513545
64 0.0511024
65 0.0508585
66 0.0506208
67 0.0503892
68 0.0501642
69 0.049946
70 0.0497339
71 0.0495258
72 0.0493232
73 0.0491269
74 0.0489356
75 0.0487477
76 0.0485659
77 0.0483882
78 0.0482144
79 0.0480448
80 0.0478788
81 0.0477164
82 0.0475581
83 0.0474035
84 0.0472517
85 0.0471026
86 0.046958
87 0.0468149
88 0.0466757
89 0.0465391
90 0.0464045
91 0.0462729
92 0.0461447
93 0.0460191
94 0.0458946
95 0.0457742
96 0.0456558
97 0.0455398
98 0.0454245
99 0.0453124
100 0.0452028
101 0.0450948
102 0.0449885
103 0.0448846
104 0.0447819
105 0.0446804
106 0.0445818
