-0.967,1.6564,0.9905,0.1992,1
0.7578,0.4853,-0.053,1.0594,1
1.0805,0.7777,-3.0646,0.4719,1
-1.5027,0.2926,-1.9092,-1.6,1
1.3216,2.7399,0.4085,-0.6104,1
-1.7354,0.0613,1.5818,2.6738,1
-1.6171,1.3191,4.6856,-3.0167,1
0.0712,2.6149,1.5118,-1.2171,1
-0.2863,-0.1761,-0.5269,-0.3,1
-0.5088,0.2415,-2.2741,-1.5243,1
-0.2083,1.1083,0.6454,-1.0131,1
-1.5621,0.1365,-0.7415,-1.219,1
-2.4877,-0.3206,0.3636,-3.1114,1
0.3912,0.7631,-0.7001,-0.0224,1
-0.3686,0.2246,-0.114,-0.4343,1
1.1081,2.2986,0.253,-0.5236,1
-0.3322,1.2918,-0.8499,-1.6587,1
1.1637,2.4579,-0.0684,-0.2233,1
0.3434,2.7183,-0.0971,-1.8497,1
-1.7063,-0.3409,0.5202,-1.8028,1
-2.4774,0.186,-1.4783,-1.3718,1
0.6395,-0.255,0.41,-0.1934,1
0.0322,2.6811,2.0138,-1.6937,1
1.6694,0.4034,-2.1054,-0.334,1
-1.2507,0.4905,0.8509,-1.3138,1
0.5848,1.3312,-3.2472,-0.3175,1
-2.3667,-0.3843,-0.0954,0.2326,1
1.6265,-2.0087,-1.2859,-2.9922,1
-0.3232,0.5334,-1.172,-2.0723,1
-0.4204,1.555,-0.663,-1.4433,1
0.6677,1.9859,-3.2768,-0.6742,1
0.8114,0.4836,0.4995,-2.5691,1
0.9391,0.7428,-1.8103,-3.165,1
-0.8937,-1.0368,-0.7867,-1.1015,1
-1.531,0.7957,0.0916,-0.6989,1
0.2624,0.6609,-2.4072,0.0864,1
-0.4862,0.7007,2.0317,-2.4502,1
-1.635,-0.1219,-1.169,-0.7829,1
0.2852,0.5605,-0.8307,-1.9506,1
-1.6565,1.4353,1.2729,-2.2632,1
0.0945,2.4108,1.6915,-0.893,1
-0.6203,1.2372,-0.2533,-1.496,1
2.2039,2.1475,2.0254,-2.1877,1
-0.5444,1.1805,3.732,-2.7472,1
-0.2115,0.6644,0.6988,-0.265,1
1.6034,1.3312,1.896,-1.0026,1
-1.3397,1.2414,-0.3751,-0.0689,1
-0.2836,-0.1913,-1.821,-0.5004,1
-1.314,0.3605,-1.3387,-1.9585,1
-0.3705,0.5528,-0.9894,-0.8399,1
0.6012,0.0133,2.511,-1.5103,1
-1.1318,1.9713,2.6676,-2.3684,1
-0.9508,1.7658,-0.4744,-0.9527,1
0.9477,3.2773,0.8372,-0.8202,1
-0.8852,-0.8009,-1.7196,-1.9413,1
1.2175,3.6691,4.5235,-0.4061,1
0.6914,1.0628,-3.3292,-1.7643,1
1.5845,1.4246,-1.9031,-1.3086,1
2.1462,1.1947,1.4353,-0.1785,1
-1.3119,0.7127,-0.1654,-0.4928,1
-0.0379,0.6893,1.2646,-1.1024,1
1.181,2.9174,0.3382,-2.4632,1
0.9538,1.1763,0.3373,-0.2793,1
-1.881,-0.1819,0.0847,-0.3873,1
-1.6196,0.8233,3.2016,-1.0517,1
-0.6226,0.7128,0.3533,-1.0648,1
-0.2977,0.7521,-0.2577,0.9529,1
0.8002,1.6735,-1.9406,-2.343,1
-0.7398,0.757,4.6935,-1.0798,1
1.0477,1.3781,-0.8954,-1.7532,1
-0.286,-0.3883,0.2493,-1.1001,1
3.0497,0.6355,1.7975,-1.6724,1
0.4523,-0.2578,1.2209,1.2049,1
-1.5719,0.4642,-0.6999,-0.8113,1
-0.3716,-0.3044,2.6686,0.7153,1
-0.702,1.9763,-1.0856,-1.3884,1
-0.5055,-0.2651,-1.4996,-0.4779,1
0.1822,1.2839,-0.6175,-0.4264,1
-1.8896,1.4649,-0.4589,-0.6257,1
0.3251,0.7104,1.505,-0.8911,1
1.2204,0.8131,-0.9764,-0.8714,1
-3.1293,-0.1241,0.0924,-0.4741,1
1.5996,3.0086,-1.9284,-1.1995,1
0.8458,-0.0243,4.0298,-2.2909,1
-0.1715,1.274,3.501,-1.1191,1
-0.606,-0.1487,-0.4857,-0.4371,1
0.0974,1.6982,-0.1668,-1.021,1
-0.2769,0.5139,1.3322,-2.898,1
-2.4592,0.6639,-3.763,-0.3405,1
0.3731,1.2629,-2.4953,0.5056,1
-0.8223,0.2665,1.1742,-0.5732,1
1.0153,1.3714,-1.2284,-1.4121,1
-1.3785,1.4188,-0.9749,-0.096,1
1.1998,1.6538,-2.1953,-2.9801,1
-0.8504,3.0789,1.347,-2.3837,1
-0.2507,2.6329,0.8444,-1.8841,1
1.8703,1.3337,2.437,-1.2385,1
0.4464,0.8931,-1.3364,0.2887,1
-0.1605,1.1406,-2.1595,-0.4332,1
