0.2939 -0.0011 0
-0.3184 1.5394 0
2.0749 1.6049 0
-0.3679 -0.3533 0
1.6976 1.8338 0
1.0349 1.4719 0
-0.5636 0.8207 0
-0.3783 0.4573 0
0.6241 0.5562 0
0.1112 0.7396 0
1.5564 0.8277 0
0.5125 1.0698 0
2.0382 0.3428 0
-0.3703 0.286 0
-2.429 0.9784 0
0.1675 1.5587 0
0.1354 1.485 0
-1.9176 1.2311 0
-2.5309 -0.726 1
1.8632 3.5202 0
-1.0654 0.1784 0
-0.9542 0.9132 0
-0.4348 1.8949 0
-1.1884 -0.609 0
0.4579 0.5778 0
1.4627 1.7287 0
0.1532 -0.2904 0
0.2237 1.4796 0
0.1145 0.105 0
-2.1033 1.146 0
-0.2961 0.4545 0
-3.6599 -0.1255 1
0.4938 2.7571 0
-1.7285 1.4133 0
-2.1708 -0.3041 0
-0.4296 1.6914 0
0.3777 0.8045 0
-1.2427 1.9576 0
0.0236 0.8182 0
-2.9373 1.0355 1
-1.293 1.4385 0
-1.4479 0.4937 0
0.5256 0.3752 0
-1.6854 0.6127 0
1.0648 2.4994 0
-0.8338 1.4685 0
0.1877 1.4062 0
-2.448 1.1352 0
-2.0438 1.4073 0
0.3221 2.5422 0
-1.1352 1.207 0
0.7926 1.5827 0
2.4056 2.6894 0
1.0789 2.5095 0
-0.9349 2.4336 0
3.4759 0.9486 0
0.3813 1.2944 0
-1.1219 0.215 0
-2.5998 0.1484 1
-0.0003 0.8504 0
-0.2506 1.4692 0
1.1939 2.0148 0
-1.0572 2.0121 0
-1.6232 -0.0045 0
-0.3357 0.1109 0
1.3524 1.3182 0
1.8148 0.6355 0
-1.7729 1.5183 0
-5.3544 1.477 1
-1.2155 0.2089 0
0.4959 -0.2641 0
-0.5134 1.6109 0
2.5402 2.2387 0
-0.5859 2.2208 0
-1.6532 -0.1344 1
-0.8238 0.2554 0
0.1863 2.0336 0
-0.1206 1.9101 0
-0.6321 0.9295 0
-1.5345 0.6321 0
0.1263 2.2344 0
-0.2094 -0.4018 0
0.2847 1.8574 0
-0.2972 1.0481 0
-0.5135 0.8214 0
-0.8458 1.9891 0
1.7549 0.3998 0
0.5032 0.8267 0
2.7747 0.2081 0
-1.0674 1.4213 0
2.6468 0.806 0
0.3359 1.8715 0
-0.1143 0.733 0
2.0472 2.4542 0
0.3605 0.6754 0
0.1659 1.3265 0
0.6394 1.8806 0
-0.5032 1.4898 0
-1.6636 0.0012 1
-3.2983 -1.5809 1
-1.8293 -1.5715 1
-2.1614 0.3722 0
-4.1748 -2.7283 1
-0.4897 -3.2283 1
-1.2963 -2.9095 1
-2.9584 -2.263 1
-2.4072 -4.3932 1
-2.6682 -4.006 1
-1.7584 -3.6204 1
-2.322 -1.0059 1
-2.2312 -2.6279 1
-0.8665 -4.4747 1
-4.3377 -1.849 1
-3.8964 -3.2673 1
-3.3042 -0.4452 1
-2.0715 -2.9064 1
-3.9163 -2.5624 1
-4.7775 -4.0108 1
0.375 -1.5627 1
-2.8983 -3.118 1
-2.8221 -3.2506 1
-4.4947 -0.9392 1
-5.0465 -3.2252 1
-2.732 -1.3881 1
-2.3947 -0.1913 1
-4.7815 -1.6222 1
-1.6744 -3.3177 1
-3.3356 -1.1896 1
-3.3354 -4.0008 1
-2.9442 -3.7513 1
-6.1899 -3.1288 1
-1.6182 -3.8695 1
-3.646 -1.082 1
-4.42 -6.0948 1
-0.8053 -5.6752 1
-2.2873 -1.6951 1
-3.472 -1.3159 1
-2.7439 -0.9837 1
-5.3528 -1.6695 1
-3.8579 -2.9882 1
-4.428 -3.6251 1
-3.0041 -1.2616 1
-4.0926 -3.1988 1
-1.4808 -0.0322 0
-2.3256 -3.3633 1
-2.7029 -1.5347 1
-4.9343 -2.6238 1
-3.6466 -1.7762 1
-3.1286 0.762 0
-3.4333 -2.2596 1
-2.4808 0.2025 0
-0.1791 -0.7653 1
-2.3943 -0.599 1
-2.0881 -3.5959 1
-1.9606 0.9092 1
-2.5364 -3.9956 1
-4.3876 -1.87 1
-5.598 -1.4853 1
-2.3057 -3.5431 1
-3.3645 -1.4903 1
-2.4698 0.9296 0
-3.3763 -2.0853 1
-4.4135 -3.5581 1
-3.16 -0.9219 1
-2.2629 -1.4197 1
-2.5066 -0.2153 1
-4.3372 -1.8908 1
-5.5119 -3.9648 1
-2.6358 -3.7798 1
-3.2531 -2.2977 1
-1.9704 -2.0393 1
0.2611 -0.2911 0
-3.4931 -2.1976 1
-5.057 -2.018 1
-3.4903 -2.6316 1
-3.3293 0.6557 0
-0.6934 -2.5866 1
-4.2786 -1.6176 1
-3.5441 -4.5627 1
-1.1304 -2.692 1
-3.4921 -2.1279 1
-1.7306 -1.9978 1
-2.5539 -1.0708 1
-3.2449 -3.6602 1
-3.213 -1.7703 1
-2.1956 -2.1145 1
-3.5405 -1.5736 1
-0.8062 -0.1987 1
-3.5418 -2.5134 1
-2.671 1.1492 0
-1.8254 -1.8057 1
-3.5903 -2.6134 1
-2.7766 1.9067 0
-2.4817 -3.6528 1
-1.6639 -3.3144 1
-1.7867 -1.3871 1
-2.016 -2.0393 1
-4.4047 -2.2558 1
-3.3445 -0.066 1
